Name,Description,Size,Script: On Execute,Gadget,Slots,NEED TOTAL?,Colour,Upgrade,Weaken,Alternate Status Trigger,SFX,Uses?,Cast Backwards?,Single use?,Tags,Witch Spell,Script: Before Combat,Script: After Combat,Script: Before Start Turn,Script: On Start Turn,Script: On any equipment use,Script: On any countdown reduce,Script: End Turn,Script: Before execute,Script: On Snap,Script: On Fury,Script: On Dodge
Disc Room_downgraded,Do [sword]5 damage to random|targets 3 times,2,for (i in 0...3) {var odds = 50; if (getstatusself(~luck~) > 0) odds += 50 * getstatusself(~luck~); if (getstatusself(~luck+~) > 0) odds = 100; var to_me = !chance(odds); if (!simulation) runscript(~megaquest/delaycall~[;] [function (args) {var to_me = args[0]; var eq = runscript(~megaquest/createequipment~[;] [~~[;] false[;] false[;] 3180 / 8 * runscript(~megaquest/math/random~[;] [1[;] 6])[;] to_me ? -618 : 2180 + 618[;] self[;] true]); eq.displayname = ~Disc~; eq.fulldescription = to_me ? ~Do [sword]<d6> damage~ : ~Take [sword]<d6> damage~; eq.script = to_me ? ~attackself(d); sfxdamage(self[;] d);~ : ~attack(d); sfxdamage(target[;] d);~; eq.script += ~sfx(\~_metals\~[;] \~\~[;] 0.2);~; eq.castdirection = to_me ? -1 : 1; eq.changeslots([~REQUIRE5~]); runscript(~megaquest/snap~[;] [eq[;] self[;] target[;] false]);}[;] i * 0.5[;] to_me]); else {if (to_me) attackself(5); else attack(5);}},Plasma Gun,COUNTDOWN,12,GRAY,,,,_cure,0,NO,NO,,,,,,,,,,,,,
Dramatic Chainsaw,Do [sword]<double> damage[;] can|only use on first turn,2,attack(d * 2); sfxdamage(target[;] d * 2);,Catapult,EVEN|EVEN,,RED,simplify,complicate,,_metals,0,NO,NO,,,,,if (turn > 1) {e.availablethisturn = false; e.unavailabletext = e.displayname + e.namemodifier; e.unavailabledetails = [~Unavailable (Not Turn 1)~];},,,,,,,,
Infinity Mirror Prism,Take an extra turn|+1 dice this fight|[gray](once per battle),2,inflictself(EXTRATURN); if (!simulation) self.extradice++; else bonus(1000);,Infinity Mirror,COUNTDOWN,20,BRIGHTCYAN,threequartercountdown,change_power,,magic_gaindice,0,YES,YES,,,,,,,,,,,,,
Infinity Mirror Prism_downgraded,+1 dice this fight|[gray](once per battle),2,if (!simulation) self.extradice++; else bonus(1000);,Infinity Mirror,COUNTDOWN,20,BRIGHTCYAN,,,,magic_gaindice,0,YES,YES,,,,,,,,,,,,,
Stellate,+2 to dice value,2,givedice(d + 2);,Megabump,NORMAL,,GREEN,change_power,change_power,,none,0,YES,NO,,,,,,,,,,,,,
Stellate_upgraded,+2 to dice value|[gray](Reuseable),2,givedice(d + 2);,Megabump,NORMAL,,GREEN,,,,none,2,YES,NO,,,,,,,,,,,,,
Stellate_downgraded,+1 to dice value,2,givedice(d + 1);,Megabump,NORMAL,,GREEN,,,,none,0,YES,NO,,,,,,,,,,,,,
Polyhedron,Do [sword]8 damage|Randomize countdown,2,attack(8); sfxdamage(target[;] 8); if (!simulation) {e.countdown = runscript(~megaquest/math/random~[;] [8[;] 20]); e.maxcountdown = e.countdown;},Catapult,COUNTDOWN,10,YELLOW,change_power,change_power,,none,0,NO,NO,,,,,,,,,,,,,
Polyhedron_upgraded,Do [sword]10 damage|Randomize countdown,2,attack(10); sfxdamage(target[;] 10); if (!simulation) {e.countdown = runscript(~megaquest/math/random~[;] [8[;] 20]); e.maxcountdown = e.countdown;},Catapult,COUNTDOWN,10,YELLOW,,,,none,0,NO,NO,,,,,,,,,,,,,
Polyhedron_downgraded,Do [sword]4 damage|Randomize countdown,2,attack(4); sfxdamage(target[;] 4); if (!simulation) {e.countdown = runscript(~megaquest/math/random~[;] [8[;] 20]); e.maxcountdown = e.countdown;},Catapult,COUNTDOWN,10,YELLOW,,,,none,0,NO,NO,,,,,,,,,,,,,
Tree@mqbiggerswords,Takes final [heart]5 hp|from vampires,2,if (target.hp <= 5 && getstatus(VAMPIRE) > 0) {removestatus(VAMPIRE[;] ALL); attack(target.hp); sfxdamage(target[;] target.hp);} else {attack(5); sfxdamage(target[;] 5); target.textparticle(~No effect!~);},Heat Ray,COUNTDOWN,40,RED,halfcountdown,noeffect,survive,none,0,NO,NO,excludefromrandomlists,,,,,,,,,,,,
Reading the Room,Get 3 enemy equipment|of your level,1,if (!simulation) {var enemyeq = []; for (enemy in getenemy(self.level[;] [self.name])) {var fighter = new elements.Fighter(enemy); if (fighter.equipment.length > 0) for (eq in fighter.equipment) enemyeq.push(eq.name); fighter.dispose();} enemyeq = shuffle(enemyeq); var c = 3; while (c > 0 && enemyeq.length > 0) {giveequipment(enemyeq.pop()); c--;} } else bonus(1000); screenshake();,Mailbox,COUNTDOWN,12,GREEN,change_power,change_power,,useitem,0,YES,NO,excludefromrandomlists,,,,,,,,,,,,
Reading the Room_upgraded,Get 3 enemy upgraded|equipment of your level,1,if (!simulation) {var enemyeq = []; for (enemy in getenemy(self.level[;] [self.name])) {var fighter = new elements.Fighter(enemy); if (fighter.equipment.length > 0) for (eq in fighter.equipment) enemyeq.push(eq.name); fighter.dispose();} enemyeq = shuffle(enemyeq); var c = 3; while (c > 0 && enemyeq.length > 0) {giveequipment(enemyeq.pop() + ~+~); c--;} } else bonus(1000); screenshake();,Mailbox,COUNTDOWN,12,GREEN,,,,useitem,0,YES,NO,excludefromrandomlists,,,,,,,,,,,,
Reading the Room_downgraded,Get one random enemy|equipment of your level,1,if (!simulation) {var enemyeq = []; for (enemy in getenemy(self.level[;] [self.name])) {var fighter = new elements.Fighter(enemy); if (fighter.equipment.length > 0) for (eq in fighter.equipment) enemyeq.push(eq.name); fighter.dispose();} enemyeq = shuffle(enemyeq); var c = 1; while (c > 0 && enemyeq.length > 0) {giveequipment(enemyeq.pop()); c--;} } else bonus(1000); screenshake();,Mailbox,COUNTDOWN,12,GREEN,,,,useitem,0,YES,NO,excludefromrandomlists,,,,,,,,,,,,
Star Map,Gain a random blessing|Inflict 2x random status,2,if (!simulation) {runscript(~megaquest/delaycall~[;] [function (args) {new elements.Skill(~Power Up~).execute(args[0][;] args[1]);}[;] 1 / 60[;] self[;] target]); var st = rand(loadtext(~megaquest/glitterbomb~)); inflict(st[;] 2); sfx(~_~ + st.toLowerCase()[;] ~~[;] 0.2);} else bonus(2000);,Glitter Bomb,REQUIRE6,,YELLOW,simplify,doublerequirements,,none,0,NO,NO,,,,,,,,,,,,,
Dragon Chaser,[fire]8 dmg + [fire]2 burn|Take [sword]4 if unused,2,attack(8[;] FIRE); sfxdamage(target[;] 8); inflict(FIRE[;] 2); if (!simulation) e.setvar(~dragon_chased~[;] 1); else bonus(5000);,Hellfire,COUNTDOWN,16,RED,threequartercountdown,change_power,,_fire,0,NO,NO,,,,,,,,,if (e.getvar(~dragon_chased~) == 0) {attackself(4); sfxdamage(self[;] 4);} e.setvar(~dragon_chased~[;] 0);,,,,
Dragon Chaser_downgraded,[fire]4 dmg + [fire]1 burn|Take [sword]4 if unused,2,attack(4[;] FIRE); sfxdamage(target[;] 4); inflict(FIRE[;] 1); if (!simulation) e.setvar(~dragon_chased~[;] 1); else bonus(5000);,Hellfire,COUNTDOWN,16,RED,,,,_fire,0,NO,NO,,,,,,,,,if (e.getvar(~dragon_chased~) == 0) {attackself(4); sfxdamage(self[;] 4);} e.setvar(~dragon_chased~[;] 0);,,,,
Hydroponics Bot,Recover [heal]2 HP for each|your or enemy blue equipment,1,var healcount = 0; if (!simulation) {if (self.equipment.length > 0) for (eq in self.equipment) if (!eq.hastag(~skillcard~) && eq.equipmentcol == 8) healcount += 2; if (target.equipment.length > 0) for (eq in target.equipment) if (!eq.hastag(~skillcard~) && eq.equipmentcol == 8) healcount += 2;} else healcount = 2; attackself(-healcount);,Regenerate,ODD,,GREEN,change_power,change_power,,_heal,0,YES,NO,,,,,,,,,,,,,
Hydroponics Bot_upgraded,Recover [heal]3 HP for each|your or enemy blue equipment,1,var healcount = 0; if (!simulation) {if (self.equipment.length > 0) for (eq in self.equipment) if (!eq.hastag(~skillcard~) && eq.equipmentcol == 8) healcount += 3; if (target.equipment.length > 0) for (eq in target.equipment) if (!eq.hastag(~skillcard~) && eq.equipmentcol == 8) healcount += 2;} else healcount = 2; attackself(-healcount);,Regenerate,ODD,,BRIGHTCYAN,,,,_heal,0,YES,NO,,,,,,,,,,,,,
Hydroponics Bot_downgraded,Recover [heal]1 HP for each|your or enemy blue equipment,1,var healcount = 0; if (!simulation) {if (self.equipment.length > 0) for (eq in self.equipment) if (!eq.hastag(~skillcard~) && eq.equipmentcol == 8) healcount += 1; if (target.equipment.length > 0) for (eq in target.equipment) if (!eq.hastag(~skillcard~) && eq.equipmentcol == 8) healcount += 1;} else healcount = 1; attackself(-healcount);,Regenerate,ODD,,GREEN,,,,_heal,0,YES,NO,,,,,,,,,,,,,
Throwing Javelin,In [jinx]2 turns[;]|do [sword]<d6> damage,2,jinx(~Throwing_Javelin~[;] ~take [sword]%VAR% damage~[;] ~Take [sword]%VAR% damage~[;] ~attack(%VAR%); sfxdamage(target[;] %VAR%);~[;] target[;] self[;] 2[;] d);,Megabump,NORMAL|FREE2,,PINK,change_power,change_power,,_thinghappens,0,NO,NO,,,,,,,,,,,,,
Throwing Javelin_upgraded,In [jinx]2 turns[;]|do [sword]<d6> damage,2,jinx(~Throwing_Javelin+~[;] ~take [sword]%VAR% damage~[;] ~Take [sword]%VAR% damage~[;] ~attack(%VAR%); sfxdamage(target[;] %VAR%);~[;] target[;] self[;] 2[;] d);,Megabump,NORMAL|FREE3,,PINK,,,,_thinghappens,0,NO,NO,,,,,,,,,,,,,
Throwing Javelin_downgraded,In [jinx]3 turns[;]|do [sword]<d6> damage,2,jinx(~Throwing_Javelin-~[;] ~take [sword]%VAR% damage~[;] ~Take [sword]%VAR% damage~[;] ~attack(%VAR%); sfxdamage(target[;] %VAR%);~[;] target[;] self[;] 3[;] d);,Megabump,NORMAL|FREE2,,PINK,,,,_thinghappens,0,NO,NO,,,,,,,,,,,,,
Ghost House,Do [sword]1. If this is the final|blow[;] use current enemy|equipment on next enemy,1,attack(1); sfxdamage(target[;] 1); if (target.hp <= 0) {if (!simulation) {var c = 0; if (target.equipment.length > 0) for (eq in target.equipment) if (!eq.hastag(~skillcard~) && !eq.hastag(~cannotsteal~)) {self.setvar(~mqghosthouse~ + c[;] eq.name + eq.namemodifier); c++;} self.setvar(~mqghosthouse~[;] 1);} else bonus(1000);},Reversal,DOUBLES|DOUBLES,,PURPLE,change_power,change_power,,_curse,0,NO,NO,,,,,,,,,,,,,
Ghost House_upgraded,Do [sword]1. If this is the final|blow[;] use current enemy|equipment on next enemy,1,attack(1); sfxdamage(target[;] 1); if (target.hp <= 0) {if (!simulation) {var c = 0; if (target.equipment.length > 0) for (eq in target.equipment) if (!eq.hastag(~skillcard~) && !eq.hastag(~cannotsteal~)) {self.setvar(~mqghosthouse~ + c[;] eq.name + eq.namemodifier); c++;} self.setvar(~mqghosthouse~[;] 1);} else bonus(1000);},Reversal,EVEN,,PURPLE,,,,_curse,0,NO,NO,,,,,,,,,,,,,
Ghost House_downgraded,Do [sword]1. If this is the final|blow[;] use current enemy|equipment on next enemy,1,attack(1); sfxdamage(target[;] 1); if (target.hp <= 0) {if (!simulation) {var c = 0; if (target.equipment.length > 0) for (eq in target.equipment) if (!eq.hastag(~skillcard~) && !eq.hastag(~cannotsteal~)) {self.setvar(~mqghosthouse~ + c[;] eq.name + eq.namemodifier); c++;} self.setvar(~mqghosthouse~[;] 1);} else bonus(1000);},Reversal,REQUIRE6|REQUIRE6,,PURPLE,,,,_curse,0,NO,NO,,,,,,,,,,,,,
Dark Tides,Freeze [ice]1 dice|Curse enemy,1,inflict(ICE); sfx(~_ice~); inflict(CURSE); sfx(~_curse~[;] ~~[;] 0.2);,Cackle,DOUBLES|DOUBLES,,PURPLE,change_power,change_power,,none,0,NO,NO,,,,,,,,,,,,,
Dark Tides_upgraded,Freeze [ice]2 dice|Curse enemy,1,inflict(ICE[;] 2); sfx(~_ice~); inflict(CURSE); sfx(~_curse~[;] ~~[;] 0.2);,Cackle,DOUBLES|DOUBLES,,PURPLE,,,,none,0,NO,NO,,,,,,,,,,,,,
Dark Tides_downgraded,Freeze [ice]1 dice,1,inflict(ICE); sfx(~_ice~);,Cackle,DOUBLES|DOUBLES,,PURPLE,,,,none,0,NO,NO,,,,,,,,,,,,,
Sleep Paralysis,Inflict [curse]Fear,2,inflict(~mqfear~);,Cackle,EVEN,,PURPLE,simplify,doublerequirements,,_curse,0,NO,NO,excludefromrandomlists|cannotsteal|cannotreuse,,,,,,,,,,,e.preventdefault = true; e.maintainfury = true;,
Hallucinate,+<timesused> to enemy statuses|+1 on each use,2,if (!simulation) {if (target.status.length > 0) for (st in target.status.copy()) if (!st.invisible) inflict(st.type[;] e.timesused + 1);} else bonus(getstatus(ALL) * 100);,Overload,COUNTDOWN,12,PURPLE,halfcountdown,change_power,,_curse,0,NO,NO,,,,,,,,,,,,e.preventdefault = true; e.maintainfury = true;,
Hallucinate_downgraded,+1 to enemy statuses,2,if (!simulation) {if (target.status.length > 0) for (st in target.status.copy()) if (!st.invisible) inflict(st.type[;] 1);} else bonus(getstatus(ALL) * 100);,Overload,COUNTDOWN,12,PURPLE,,,,_curse,0,NO,NO,,,,,,,,,,,,e.preventdefault = true; e.maintainfury = true;,
Paper Craft,Fold dice in half,1,var v = d; if (d == 4) v = 2; if (d == 5 # d == 6) v = 3; givedice(v);,Magic Lockpick,MIN4,,GREEN,change_power,change_power,,none,0,YES,NO,,,,,,,,,,delay(1.0);,,,
Paper Craft_upgraded,Fold dice in half|[gray](Reuseable),1,var v = d; if (d == 4) v = 2; if (d == 5 # d == 6) v = 3; givedice(v);,Magic Lockpick,MIN4,,GREEN,,,,none,-1,YES,NO,,,,,,,,,,delay(1.0);,,,
Paper Craft_downgraded,Fold dice in half|twice,1,var v = d; if (d == 2 # d == 4) v = 1; if (d == 3 # d == 5 # d == 6) v = 2; givedice(v);,Magic Lockpick,MIN4,,GREEN,,,,none,0,YES,NO,,,,,,,,,,delay(1.0);,,,
Overcome,Put exact dice value|to get rid of [curse]Fear,2,var total = -e.countdown; if (e.dicehistory.length > 0) for (mydice in e.dicehistory) total += mydice.basevalue; var newdice = []; while (total > 0) {var v = 6; if (v > total) v = total; total -= v; newdice.push(v);} var availdice = false; if (self.dicepool.length > 0) for (mydice in self.dicepool) if (mydice.available()) availdice = true; if (newdice.length > 0 # availdice) {if (newdice.length) givedice(newdice); sfx(~roboterror~);} else {inflictself(EXTRATURN); sfx(~_dodge~); removestatusself(~mqfear~[;] ALL);},Overdrive,COUNTDOWN,99,GRAY,,,,none,0,YES,NO,excludefromrandomlists|cannotsteal,,,,,,if (e.countdown == 0 && e.ready) {var davail = false; if (self.dicepool.length > 0) for (mydice in self.dicepool()) if (mydice.available()) davail = true; if (!davail) runscript(~megaquest/snap~[;] [eq[;] self[;] target[;] true]);},,,,,,
Trashcannon,Discharge [poison]<evar:trashcannon_charge> poison|(Charge [poison]1 on countdown),2,var b = 3; if (!simulation) {b = e.getvar(~trashcannon_charge~); e.setvar(~trashcannon_charge~[;] 0);} inflict(POISON[;] b); sfx(~_poison~);,Poison Arrow,COUNTDOWN,6,PURPLE,change_power,change_power,,_plasma,0,NO,NO,,,,,e.setvar(~trashcannon~[;] e.remainingcountdown);,e.setvar(~trashcannon~[;] e.remainingcountdown);,e.setvar(~trashcannon~[;] e.remainingcountdown);,runscript(~megaquest/delaycall~[;] [function (args) {if (e.remainingcountdown < e.getvar(~trashcannon~)) {e.setvar(~trashcannon_charge~[;] e.getvar(~trashcannon_charge~) + 1);} e.setvar(~trashcannon~[;] e.remainingcountdown);}[;] 0]);,e.setvar(~trashcannon~[;] e.remainingcountdown);,,,,
Trashcannon_upgraded,Discharge [poison]<evar:trashcannon_charge> poison|(Charge [poison]1 on countdown),2,var b = 3; if (!simulation) {b = e.getvar(~trashcannon_charge~); e.setvar(~trashcannon_charge~[;] 0);} inflict(POISON[;] b); sfx(~_poison~);,Poison Arrow,COUNTDOWN,16,PURPLE,,,,_plasma,0,NO,NO,,,,,e.setvar(~trashcannon~[;] e.remainingcountdown);,e.setvar(~trashcannon~[;] e.remainingcountdown);,e.setvar(~trashcannon~[;] e.remainingcountdown);,runscript(~megaquest/delaycall~[;] [function (args) {if (e.remainingcountdown < e.getvar(~trashcannon~)) {e.setvar(~trashcannon_charge~[;] e.getvar(~trashcannon_charge~) + 1);} e.setvar(~trashcannon~[;] e.remainingcountdown);}[;] 0]);,e.setvar(~trashcannon~[;] e.remainingcountdown);,,,,
Trashcannon_downgraded,Inflict [poison]2 poison|Lose all charge,2,if (!simulation) e.setvar(~trashcannon_charge~[;] 0); inflict(POISON[;] 2); sfx(~_poison~);,Poison Arrow,COUNTDOWN,6,PURPLE,,,,_plasma,0,NO,NO,,,,,e.setvar(~trashcannon~[;] e.remainingcountdown);,e.setvar(~trashcannon~[;] e.remainingcountdown);,e.setvar(~trashcannon~[;] e.remainingcountdown);,runscript(~megaquest/delaycall~[;] [function (args) {if (e.remainingcountdown < e.getvar(~trashcannon~)) {e.setvar(~trashcannon_charge~[;] e.getvar(~trashcannon_charge~) + 1);} e.setvar(~trashcannon~[;] e.remainingcountdown);}[;] 0]);,e.setvar(~trashcannon~[;] e.remainingcountdown);,,,,
Aero Retry,Inflict [shock]1 shock|+1 dice next turn,1,inflict(SHOCK); if (!simulation) self.bonusdice++; else bonus(1000);,Magic Dice,REQUIRE4,,YELLOW,change_power,change_power,,_shock,0,NO,NO,,,,,,,,,,,,,
Aero Retry_upgraded,Inflict [shock]3 shock|+1 dice next turn,1,inflict(SHOCK[;] 3); if (!simulation) self.bonusdice++; else bonus(1000);,Magic Dice,REQUIRE4,,YELLOW,,,,_shock,0,NO,NO,,,,,,,,,,,,,
Aero Retry_downgraded,Inflict [shock]1 shock,1,inflict(SHOCK);,Magic Dice,REQUIRE4,,YELLOW,,,,_shock,0,NO,NO,,,,,,,,,,,,,
Pillow Headset,Do [sword]3 damage|[sword]<triple> against Loud Bird,1,var dmg = 3; if (!simulation && target.name == ~Loud Bird~) dmg = d * 3; attack(dmg); sfxdamage(target[;] dmg);,Pea Gun,EVEN,,YELLOW,add2,change_power,,none,0,NO,NO,,1,,,,,,,,,,,
Pillow Headset_downgraded,Do [sword]3 damage|[sword]<double> against Loud Bird,1,var dmg = 3; if (!simulation && target.name == ~Loud Bird~) dmg = d * 2; attack(dmg); sfxdamage(target[;] dmg);,Pea Gun,EVEN,,YELLOW,,,,none,0,NO,NO,,,,,,,,,,,,,
Sixth Sense,Dodge next attack|Roll a six,2,inflictself(DODGE); givedice(6);,Magic Six,COUNTDOWN,18,YELLOW,twothirdcountdown,change_power,,_shock,0,YES,NO,,,,,,,,,,,,,
Sixth Sense_downgraded,Dodge next attack|Get a new dice,2,inflictself(DODGE); givedice();,Magic Six,COUNTDOWN,18,YELLOW,,,,_shock,0,YES,NO,,,,,,,,,,,,,
Shield Wash,Double [shield]shield,1,inflictself(SHIELD[;] getstatusself(SHIELD));,Magic Dice,REQUIRE1|REQUIRE1,,ORANGE,change_power,change_power,,openchest,0,YES,NO,,,,,,,,,,,,,
Shield Wash_upgraded,Triple [shield]shield,1,inflictself(SHIELD[;] getstatusself(SHIELD) * 2);,Magic Dice,REQUIRE1|REQUIRE1,,ORANGE,,,,openchest,0,YES,NO,,,,,,,,,,,,,
Shield Wash_downgraded,Add [shield]3 shield,1,inflictself(SHIELD[;] 3);,Magic Dice,REQUIRE1|REQUIRE1,,ORANGE,,,,openchest,0,YES,NO,,,,,,,,,,,,,
Infuriating Note,Yoinked!|Signed[;] Bounty Hunter,2,,Fury,,,BLACK,change_power,change_power,,none,0,YES,NO,weakenavoid|weakenimmune|excludefromrandomlists,,inflictself(FURY); e.animate(~flashandshake~); sfx(~_fury~);,,,,,,,,,,
Infuriating Note_upgraded,Yoinked!|Signed[;] Bounty Hunter,2,,Fury,,,BLACK,,,,none,0,YES,NO,weakenavoid|weakenimmune|excludefromrandomlists,,inflictself(FURY[;] 2); e.animate(~flashandshake~); sfx(~_fury~);,,,,,,,,,,
Poisonous Spike,Inflict [poison]2 poison,1,inflict(POISON[;] 2);,Poison Arrow,COUNTDOWN,6,PURPLE,,,,_poison,0,NO,NO,,,,,,,,,,,,,
Poisonous Spike_upgraded,Inflict [poison]2 poison,1,inflict(POISON[;] 2);,Poison Arrow,COUNTDOWN,4,PURPLE,,,,_poison,0,NO,NO,,,,,,,,,,,,,
Poisonous Spike_downgraded,Inflict [poison]1 poison,1,inflict(POISON);,Poison Arrow,COUNTDOWN,6,PURPLE,,,,_poison,0,NO,NO,,,,,,,,,,,,,
Piercing Spike,Lock [lock]1 dice,1,inflict(LOCK);,Lockdown,COUNTDOWN,6,PURPLE,change_power,change_power,,_lock,0,NO,NO,,,,,,,,,,,,,
Piercing Spike_upgraded,Lock [lock]1 dice,1,inflict(LOCK);,Lockdown,COUNTDOWN,4,PURPLE,,,,_lock,0,NO,NO,,,,,,,,,,,,,
Piercing Spike_downgraded,Inflict [shock]1 shock,1,inflict(SHOCK);,Lockdown,COUNTDOWN,6,PURPLE,,,,_lock,0,NO,NO,,,,,,,,,,,,,
Piece of Eight,Roll a four,1,givedice(4); if (d == 4) bonus(-1000);,Megabump,EVEN,,GREEN,simplify,change_power,,none,0,YES,NO,,,,,,,,,,,,,
Piece of Eight_downgraded,Roll two dice that|add up to 4,1,givedice(split(4));,Megabump,EVEN,,GREEN,,,,none,0,YES,NO,,,,,,,,,,,,,
Manhole Throw,Inflict [weaken]3 weaken|([shield]2 shield on countdown),2,inflict(WEAKEN[;] 3);,Dial Up Sounds,COUNTDOWN,16,ORANGE,change_power,change_power,,_weaken,0,NO,NO,,,,,e.setvar(~manhole_throw~[;] e.remainingcountdown);,e.setvar(~manhole_throw~[;] e.remainingcountdown);,e.setvar(~manhole_throw~[;] e.remainingcountdown);,runscript(~megaquest/delaycall~[;] [function (args) {if (e.remainingcountdown < e.getvar(~manhole_throw~)) {inflictself(SHIELD[;] 2); sfx(~_shield~); e.animate(~flashandshake~);} e.setvar(~manhole_throw~[;] e.remainingcountdown);}[;] 0]);,e.setvar(~manhole_throw~[;] e.remainingcountdown);,,,,
Manhole Throw_upgraded,Inflict [weaken]3 weaken|([shield]3 shield on countdown),2,inflict(WEAKEN[;] 3);,Dial Up Sounds,COUNTDOWN,16,ORANGE,,,,_weaken,0,NO,NO,,,,,e.setvar(~manhole_throw~[;] e.remainingcountdown);,e.setvar(~manhole_throw~[;] e.remainingcountdown);,e.setvar(~manhole_throw~[;] e.remainingcountdown);,runscript(~megaquest/delaycall~[;] [function (args) {if (e.remainingcountdown < e.getvar(~manhole_throw~)) {inflictself(SHIELD[;] 3); sfx(~_shield~); e.animate(~flashandshake~);} e.setvar(~manhole_throw~[;] e.remainingcountdown);}[;] 0]);,e.setvar(~manhole_throw~[;] e.remainingcountdown);,,,,
Manhole Throw_downgraded,Inflict [weaken]3 weaken|([shield]1 shield on countdown),2,inflict(WEAKEN[;] 3);,Dial Up Sounds,COUNTDOWN,16,ORANGE,,,,_weaken,0,NO,NO,,,,,e.setvar(~manhole_throw~[;] e.remainingcountdown);,e.setvar(~manhole_throw~[;] e.remainingcountdown);,e.setvar(~manhole_throw~[;] e.remainingcountdown);,runscript(~megaquest/delaycall~[;] [function (args) {if (e.remainingcountdown < e.getvar(~manhole_throw~)) {inflictself(SHIELD[;] 1); sfx(~_shield~); e.animate(~flashandshake~);} e.setvar(~manhole_throw~[;] e.remainingcountdown);}[;] 0]);,e.setvar(~manhole_throw~[;] e.remainingcountdown);,,,,
Juggernaut,Do [sword]2x<d6> damage|to you and the enemy,2,if (simulation # e.getvar(~juggernaut_flip_target~) == 0) {attack(d); sfxdamage(target[;] d);} else {attackself(d); sfxdamage(self[;] d);} if (!simulation) {e.setvar(~juggernaut_flip_target~[;] e.getvar(~juggernaut_flip_target~) == 0 ? 1 : 0); if (e.getvar(~juggernaut_first_use~) == 0) {e.setvar(~juggernaut_first_use~[;] 1); e.setvar(~juggernaut_extrauses~[;] 3);} if (e.getvar(~juggernaut_extrauses~) > 0) {e.setvar(~juggernaut_extrauses~[;] e.getvar(~juggernaut_extrauses~) - 1); e.castdirection = e.getvar(~juggernaut_flip_target~) == 0 ? 1 : -1; e.show = true; e.showassigneddice(); runscript(~megaquest/snap~[;] [e[;] self[;] target[;] false]); }},Plasma Gun,NORMAL,,RED,add1,complicate,,none,0,NO,NO,,,,,e.castdirection = 1; e.setvar(~juggernaut_flip_target~[;] 0); e.setvar(~juggernaut_extrauses~[;] 0); e.setvar(~juggernaut_first_use~[;] 0);,,,,,,,,
Wicker Hug,Make the enemy weak|to [fire]fire damage,1,if (getstatus(~mqweakfire~) <= 0) inflict(~mqweakfire~);,Megabump,EVEN,,RED,simplify,complicate,,_fire,0,NO,NO,,,,,,,,,,,,,
Weave Back,Recover [heal]12[][;] -2 to count|on any equipment use,2,attackself(-12);,Regenerate,COUNTDOWN,24,GREEN,threequartercountdown,change_power,,_heal,0,YES,NO,,,,,,,runscript(~megaquest/reducecountdown~[;] [e[;] 2]);,,,,,,
Weave Back_downgraded,Recover [heal]6[][;] -2 to count|on any equipment use,2,attackself(-6);,Regenerate,COUNTDOWN,24,GREEN,,,,_heal,0,YES,NO,,,,,,,runscript(~megaquest/reducecountdown~[;] [e[;] 2]);,,,,,,
Tactical Scope,Duplicate input dice,2,var newdice = []; if (actualdice.length > 0) for (i in 0...2) for (mydice in actualdice) newdice.push(mydice.basevalue); if (newdice.length > 0) givedice(newdice);,Clone Device,NORMAL|NORMAL,8,GREEN,reducesize,change_power,,none,0,YES,NO,,,,,,,,,,,,,
Tactical Scope_downgraded,Duplicate one dice[;]|return the other,2,var newdice = []; if (actualdice.length > 0) {var mydice = rand(actualdice); newdice.push(mydice.basevalue);} if (newdice.length > 0) givedice(newdice);,Clone Device,NORMAL|NORMAL,8,GREEN,,,,none,0,YES,NO,,,,,,,,,,,,,
Tactical Scope_weakened,Duplicate one dice[;]|return the other,1,var newdice = []; if (actualdice.length > 0) {var mydice = rand(actualdice); newdice.push(mydice.basevalue);} if (newdice.length > 0) givedice(newdice);,Clone Device,NORMAL|NORMAL,8,GREEN,,,,none,0,YES,NO,,,,,,,,,,,,,
Tactical Scope_deckupgrade,Triplicate input dice,2,var newdice = []; if (actualdice.length > 0) for (i in 0...3) for (mydice in actualdice) newdice.push(mydice.basevalue); if (newdice.length > 0) givedice(newdice);,Clone Device,NORMAL|NORMAL,8,GREEN,,,,none,0,YES,NO,,,,,,,,,,,,,
Misfortune Cookie@6,Covered in webs,1,giveequipment(~Misfortune Cookie@5~[;] true[;] false[;] e);,Cackle,REQUIRE6,,PURPLE,change_power,doublerequirements,,_curse,0,YES,NO,excludefromrandomlists,,,,,,,,,,,,
Misfortune Cookie@6_upgraded,Covered in sugar,1,giveequipment(~Misfortune Cookie@5+~[;] true[;] false[;] e);,Cackle,REQUIRE6,,ORANGE,,,,useitem,0,YES,NO,excludefromrandomlists,,,,,,,,,,,,
Misfortune Cookie@5,Doesn't look|appetizing,1,giveequipment(~Misfortune Cookie@4~[;] true[;] false[;] e);,Cackle,REQUIRE5,,PURPLE,change_power,doublerequirements,,_curse,0,YES,NO,excludefromrandomlists,,,,,,,,,,,,
Misfortune Cookie@5_upgraded,Looks a bit|tasty,1,giveequipment(~Misfortune Cookie@4+~[;] true[;] false[;] e);,Cackle,REQUIRE5,,ORANGE,,,,useitem,0,YES,NO,excludefromrandomlists,,,,,,,,,,,,
